,cap,cap_perc,level,path,read_data,total_iops,write_data,total_data
207,35434352640,0.0274183986757,4,/test/parent_dir/0.449387082712,0.0,284.0,307484669.0,307484669.0
208,35434348544,0.0274183955063,5,/test/parent_dir/0.449387082712/0,0.0,284.0,307484669.0,307484669.0
209,35434348544,0.0274183955063,4,/test/parent_dir/0.214084508279,0.0,290.0,308515428.0,308515428.0
210,35434344448,0.0274183923369,5,/test/parent_dir/0.214084508279/0,0.0,290.0,308515428.0,308515428.0
211,35434242048,0.0274183131018,4,/test/parent_dir/0.339857686491,0.0,281.0,304588661.0,304588661.0
212,35434237952,0.0274183099324,5,/test/parent_dir/0.339857686491/0,0.0,281.0,304588661.0,304588661.0
213,35434237952,0.0274183099324,4,/test/parent_dir/0.468983521909,0.0,295.0,311904457.0,311904457.0
214,35434233856,0.027418306763,5,/test/parent_dir/0.468983521909/0,0.0,295.0,311904457.0,311904457.0
215,9573203968,0.00740755519552,2,/music,12133578.0,2468.0,76070701.0,88204279.0
216,9573175296,0.00740753300969,3,/music/bbc,12133578.0,2468.0,76070701.0,88204279.0
